,id,img,label,text
0,53692,img/53692.png,1,"wait, mohammad come back!! i didn't mean to laugh,really size doesh't matter to me lol"
1,78469,img/78469.png,1,when each letter is a mental disorder
2,93512,img/93512.png,1,once you go black so does your eye
3,10829,img/10829.png,1,"its ok, let them in only a few will kill"
4,49536,img/49536.png,0,hillary clinton caught telling the truth! april fools!
5,43610,img/43610.png,1,send me a latina who's not crazy i don't know how to make them
6,29643,img/29643.png,1,"dad, dishwasher is loaded again '' ''"
7,64590,img/64590.png,1,damnit! dishwasher's broke again
8,48579,img/48579.png,1,throws people into gas chambers evil throws people into eternal pits of fire good
9,95103,img/95103.png,0,you're not really drunk until you are speaking fluent ozzy osbourne
10,59142,img/59142.png,1,when your memes spread faster than stds at gay bars i've got the power
11,35896,img/35896.png,0,once you go black you are forever a single mom
12,39870,img/39870.png,1,"when muslim parents use the ""open wide, here comes the airplane"" technique do they just smash it in the baby's face and make explosion noises?"
13,70126,img/70126.png,1,when i have an orgasm it's tranny fluid
14,68309,img/68309.png,1,"actually retard, the muslims aren't the problem the problem is that pussies are stopping us from killing the muslims"
15,37628,img/37628.png,1,when your uber driver arrives but you're probably safer driving drunk
16,80256,img/80256.png,0,damn girl that's a policy i could get behind
17,37615,img/37615.png,1,i thought of something funnier than 9/11 the holocaust
18,6824,img/06824.png,1,these aren't bears! these are just two fat gay fucks! pride
19,15806,img/15806.png,0,so much trash we need a garbage collector
20,73520,img/73520.png,1,does this burka make my bomb look big?
21,71485,img/71485.png,0,hurry ladies he's still.. luke warm
22,53908,img/53908.png,0,"i know you like her son, but you can't just pull a girls hair.. until she's 30 or so. they actually come around on this one"
23,78903,img/78903.png,1,if a nigga did this he would've got the death penalty
24,46318,img/46318.png,0,when you don't have to see your ex future mother-in-lav anymore
25,73814,img/73814.png,0,oh god oh fuck please end my suffering
26,2973,img/02973.png,0,how long can i run? till the chain tightens
27,6859,img/06859.png,1,the entire world: the great war killed millions germany: you gotta pump those numbers up!
28,1256,img/01256.png,1,when your debit card decline at the abortion clinic and they have to put the baby back in
29,45267,img/45267.png,1,survives ebola gets adopted by angelina jolie
30,63095,img/63095.png,0,when you have errands to run but you're too tired to deal
31,84120,img/84120.png,0,when u tryin to be cute but she gotta make everything sexual
32,43612,img/43612.png,1,racing for pink slips in africa
33,8172,img/08172.png,0,bosses be like when you coming in?
34,32750,img/32750.png,0,"william shatner has discontinued his new line of ladies lingerie apparently ""shatner panties"" wasn't the best choice for a name"
35,29785,img/29785.png,0,"he's making a list, checking it twice gonna find out who's getting deported by i.c.e"
36,40257,img/40257.png,1,lgbt virus [gay zombie noises]
37,27864,img/27864.png,1,hey volks...im back ? did jew miss me ?
38,71038,img/71038.png,1,when all your troops are freezing in russia so you burn 6 million jews to keep them warm
39,89542,img/89542.png,0,enjoying a warm cup on a cold day
40,29056,img/29056.png,0,how do we destroy the patriarchy? it's simple. we eat it
41,96873,img/96873.png,0,"if you believe that, i've got fresh cattle to sell you"
42,31645,img/31645.png,0,the floor is jews
43,46509,img/46509.png,1,removes polish with chemicals nobody bats an eye removes polish with chemicals everybody lose his shit
44,4762,img/04762.png,0,scientist are working hard to cure them all
45,4387,img/04387.png,0,"sit down kids, i will now tell you how i met your mother"
46,52903,img/52903.png,1,throwing off a gay one with the boys
47,30296,img/30296.png,1,when the un adds another million to the holocaust death toll
48,45317,img/45317.png,0,i'm trying to decide if i should start some shit today or not
49,34680,img/34680.png,1,when she's says she only dates black guys
50,41860,img/41860.png,1,ok perhaps nigger
51,47596,img/47596.png,1,porki comment army in action against india
52,93428,img/93428.png,0,vote for the candidate who wants to kiss babies not kill them
53,69351,img/69351.png,1,hey muslim eat me!
54,95831,img/95831.png,0,who's down for a 3.5 way
55,9523,img/09523.png,0,we shall snort cocaine and have our assholes tongued by the angels
56,82461,img/82461.png,1,i hate when i see a black out in my neighborhood but i still offer my neighbors a candle
57,89267,img/89267.png,0,dishwasher is broken? then wash it by hand
58,75438,img/75438.png,0,"over 5,000 years of eating bread and in less than a decade everyone is allergic to gluten"
59,98754,img/98754.png,1,400 years of slavery rape and murder but now she loves him and hates her own men
60,63587,img/63587.png,0,"enemies. was i right?! surrounded by perverts and now, you are bankrupt, after wwii, i said 'we defeated the wrong enemy.'"
61,23459,img/23459.png,0,i don't understand your specific kind of stupid but i do admire your total commitment to it
62,4268,img/04268.png,1,guess which one is which? 1. transgender; 2. suicide bomber or 3. a floor lamp
63,32468,img/32468.png,0,be sure to spay or neuter your spouse today
64,76429,img/76429.png,1,fresh out of bradford bomb jovi
65,67581,img/67581.png,1,no one: white people when you nod at them:
66,29380,img/29380.png,1,all i want for christmas is 6 million
67,84527,img/84527.png,1,don't get me started about your tranny problems
68,72146,img/72146.png,0,here's to you obama! let's have a drink!
69,87936,img/87936.png,1,sandwich law: no sandwich is complete without bacon
70,48136,img/48136.png,0,meanwhile at the isis strip club
71,93286,img/93286.png,0,when your mom has to take a picture everywhere
72,78960,img/78960.png,1,you know like when the tv doesn't work you give it a hard hit and then its all better
73,53694,img/53694.png,1,"they kill gays, and women who go out in public without a male relative and are supported by democrats and liberals"
74,4328,img/04328.png,0,if only dogs could pick up after themselves
75,24918,img/24918.png,0,7 generations of check engine lights
76,35614,img/35614.png,1,how do you play taliban bingo? b-52..f-16...b-1..a-10
77,94506,img/94506.png,0,we cannot allow birth control we will run out of children to molest
78,83219,img/83219.png,1,"normal people: ""black squirrel"" me: ""squigga"""
79,56179,img/56179.png,0,from no child left behind to no child left alive
80,41538,img/41538.png,1,im long and strong and down to get the goat hump on
81,68450,img/68450.png,0,"""she said ""i want a ring"" i said ""bitch take your phone off silent! """
82,70396,img/70396.png,0,sometimes i crunch up my jizz when it dries then i bring the white powder to parties and watch people snort my cock sand
83,23875,img/23875.png,0,the feeling of the first dance
84,51680,img/51680.png,0,when i grow up i'm going to blow up
85,46075,img/46075.png,1,i wonder what kind of sandwich she is building. oh
86,71826,img/71826.png,1,"white people dont shoot eachother in the streets like black people do we do it in schools, because we have class"
87,47528,img/47528.png,1,i won a gift certificate to a tanning salon
88,5863,img/05863.png,1,hello brother wait is that a shotgun?
89,65103,img/65103.png,0,mornings be like
90,30128,img/30128.png,0,when your girl is crazy and she finds your side chick
91,34106,img/34106.png,0,when all your army's peaceful solutions fail you know what our problems require special forces' unconventional solutions
92,52918,img/52918.png,1,she's to young when you have to make the airplane noise to get your cock in her mouth
93,59048,img/59048.png,0,when the aux lead comes out during a fire tune oh fuck put it back in!
94,18074,img/18074.png,1,hide and go seek champion july 6 1942 - august 4 1944
95,91765,img/91765.png,0,"hurry up son, you have to peddle faster!"
96,50278,img/50278.png,1,"""women have the will of an adult but have the mind of a child."""
97,4162,img/04162.png,0,one of the most brillant minds in science
98,80162,img/80162.png,0,it took you 10 minutes to get home google maps says it takes 8. who is she?!
99,17290,img/17290.png,1,when my autistic son finds out we're having chicken for dinner
100,74968,img/74968.png,1,i like to hit on women with black kids because i can guarantee they're single
101,93024,img/93024.png,0,liquor stores ask for photo id they're trying to keep people of color from drinking!
102,8793,img/08793.png,1,that's black people for ya what did you expect
103,83905,img/83905.png,0,i wish i could stand by you!
104,74890,img/74890.png,1,when the dishwasher isn't working properly and you have no tecnical knowledge whatsoever so you just decide to talk to it and hope it starts working good luck
105,29813,img/29813.png,1,removes polish with chemicals nobody bats an eye removes polish with chemicals everybody loses his shit
106,64153,img/64153.png,1,ancestry.com the results are in
107,71659,img/71659.png,1,no mommy nig i've no idea who did it
108,57618,img/57618.png,0,kanye west? we lost some good men there
109,59862,img/59862.png,1,it isn't islamophobia when they really are trying to kill you
110,27405,img/27405.png,1,halal... is it meat you're looking for?
111,65432,img/65432.png,1,rare photo of two us soldiers held up in japanese war camp
112,37426,img/37426.png,1,illegal aliens should be america's number 1 export
113,47918,img/47918.png,1,black people when they get pushed too far white people when they get pushed too far
114,94678,img/94678.png,0,no one: steven hawking
115,94108,img/94108.png,0,the mighty liberal army ready to fight for socialism
116,61450,img/61450.png,0,"be fake, just to fit in i can't, my life was hard, i been through to much""real"" shit"
117,21569,img/21569.png,1,"esther, you so ugly, i'm gonna take yo face and stamp out sum gorilla cookies"
118,60592,img/60592.png,1,it's hard to be first class when you're white trash
119,81947,img/81947.png,0,symbol of stupidity
120,78401,img/78401.png,1,friends house and he when you at your white starts stabbing his parents only the dead can know peace from this evil
121,90842,img/90842.png,0,what in the f*ck is almond milk? it's milk! show me the tit on an almond
122,74562,img/74562.png,1,this old ass honky is a porch monkey 4-life you look at my woman step off johnny law
123,42039,img/42039.png,0,japanese citizen watches as nuke drops on the 9th of august 1945 (colorized)
124,10574,img/10574.png,0,"last year tyrone got a new job, started building his credit, and spending more time with his kids then something amazing started to happen!"
125,61420,img/61420.png,1,keeping your dishwasher clean  will make it last longer
126,52479,img/52479.png,1,best thing about an ethiopian blowjob?...  you know shes gonna swallow!!! well it's true
127,47385,img/47385.png,0,yall got any more a them cracka ass crackas?
128,48051,img/48051.png,1,"bitch, please! i don't i've got to go wanna get blow myself up tomorrow! married! islam - none of it makes sense"
129,61935,img/61935.png,1,woman are supposed to be like butterflies beautiful to look at and hard to catch. yall are acting like a bunch of mosquitos
130,46580,img/46580.png,1,if you find talk in the locker room to be offensive you have obviously never heard the talk in a restaurant kitchen before
131,5917,img/05917.png,1,stephen hawking reincarnated as a chair
132,17390,img/17390.png,0,"when someone starts acting all friendly, but you already know what they really are"
133,60257,img/60257.png,1,every man needs a decent coffee maker
134,60718,img/60718.png,1,do i have to unbury hitler so he can show you how a fucking oven works ?!?!
135,93687,img/93687.png,0,amsterdam red light district isalamabad red light district
136,98157,img/98157.png,0,when the weekend hits vs. monday morning
137,19370,img/19370.png,0,"""blue power tie red power tie white power tie"""
138,53289,img/53289.png,0,when everybody's worried about their ex but you're just here enjoying your lemonade
139,46785,img/46785.png,0,turn for what?
140,72541,img/72541.png,0,when you got a warrant out for your arrest
141,19758,img/19758.png,0,my religion is the religion of peace if you don't believe in it we will kill you
142,92314,img/92314.png,1,the difference between you and hitler at least hitler could use an oven
143,27608,img/27608.png,0,ilhan omar a powerful woman of color
144,21950,img/21950.png,1,first gay pride parade! can't wait! making history
145,49670,img/49670.png,1,covers his wife from head to toes because sexual thoughts are satanic blows himself up because someone promised him72 virgins to f*ck with
146,56183,img/56183.png,1,traps are just flat chested futas
147,6539,img/06539.png,0,excuse me! anyone can wear a dress!
148,76148,img/76148.png,1,hello mengele i think one of your experiments has escaped
149,57148,img/57148.png,0,automatic tranny rebuilt tranny blew a tranny
150,26184,img/26184.png,1,i like pizza cause it doesn't scream when i put it in the oven
151,72514,img/72514.png,0,when each letter is a mental disorder
152,9768,img/09768.png,1,whats black and screams? harvey price answering the iron
153,35264,img/35264.png,0,i like your cologne what is that? tricare? deers
154,25178,img/25178.png,1,muslims have sex with goats wipe their asses with their hands and drink camel piss but i'm the unclean one !
155,42398,img/42398.png,0,"chase you? bitch please, i dont even chase my liquor"
156,16587,img/16587.png,0,tham that's methed up!!
157,73604,img/73604.png,1,i can't leave my light beer alone in the fridge witht he dark one anymore
158,46837,img/46837.png,0,leftist logic: it's bad for russia to interfere in our elections.. ...but it's ok for illegal immigrants to vote
159,7685,img/07685.png,1,"*when i finally snap and actually kill myself after years of saying ""i wanna die""* my friends: you did it. you crazy son of a bitch, you did it"
160,86250,img/86250.png,1,the only time you can hang out with 2 dirty hookers and a tranny
161,58247,img/58247.png,1,handjob sold separately
162,8251,img/08251.png,1,the name's todd... retodd
163,49671,img/49671.png,1,"""you bro ask the c.o. why he ain't pop my door"""
164,18640,img/18640.png,1,"blacks are the only race to practice, ""love your enemies!"" no other race practice's it more in the name of religion look at the condition of their people and look at the condition of blacks"
165,73561,img/73561.png,1,understanding terrorism: ilhan omar democrat represents muslims fanatical muslim terrorist represents all muslims
166,47320,img/47320.png,0,"""the person who learned the most about the mueller report today was bob mueller."" trey gowdy did mueller just sign the report?"
167,9572,img/09572.png,1,"all men are animals baby, some just make better pets than others"
168,76821,img/76821.png,0,everyone should have exercise in their day to day schedule
169,86041,img/86041.png,0,obama voters
170,8147,img/08147.png,0,when you are back home from cheating
171,12750,img/12750.png,0,hope you had fun investigating me now it's my turn
172,53280,img/53280.png,0,my dog loves the attention
173,14083,img/14083.png,1,racing for pink slips in south africa
174,70613,img/70613.png,0,"to all of you that are constantly in my notifications, liking and sharing my posts it doesn't go unnoticed you fuckers are awesome"
175,96475,img/96475.png,0,my husband is always pushing me around.... and talking behind my back
176,71083,img/71083.png,0,i once dumped a cross eyed chick thought she was seeing someone else
177,71925,img/71925.png,0,confirmed lynch told the fbi to drop the investigation against hillary
178,91750,img/91750.png,1,what's black on top and white on bottom rape
179,59621,img/59621.png,1,"lets see if this is considered dark honey,you killed a butterfly. no butter for you for a month dad i also killed a cockroach today. nice try.."
180,37419,img/37419.png,0,when the turbulence in the plane gets intense
181,6315,img/06315.png,1,solution to mexicans paying for the wall leave all the illegals hanging around the border
182,25137,img/25137.png,0,"you find it offensive, i find it funny... that's why i'm happier than you"
183,70368,img/70368.png,1,"i want my 72 virgins to be 66 goats, 5 boys and 1 bi-curious donkey"
184,91356,img/91356.png,1,"women are like volcanoes. both stay calm for extended periods of time before exploding and killing everything in their path then, they're calm, again"
185,24380,img/24380.png,0,when your dishwasher is ready for another load
186,2413,img/02413.png,0,"women ask for equal rights, and this is why"
187,43857,img/43857.png,0,that's why we bomb you
188,76581,img/76581.png,1,white people: all asians look the same also white people:
189,41873,img/41873.png,1,bitch please go back to england
190,45281,img/45281.png,1,no woman commits suicide of they fail to find broke guy for marriage
191,84059,img/84059.png,1,"trans women are women, trans women are women, trans women are women, trans women are women, she still gotta get a prostate exam at 40 tho"
192,86024,img/86024.png,1,when your boss volunteers you for the next suicide bombing
193,41539,img/41539.png,0,influence elections? you mean like encouraging illegal immigrants to vote?
194,18490,img/18490.png,0,the rosenbergs were executed 1953 for selling nuclear secrets to russia the clintons actually sold nuclear material for development of weaponsto russia
195,78624,img/78624.png,0,the look you get when your in the wrong neighborhood
196,32615,img/32615.png,0,when black people make white jokes when white people make black jokes
197,92513,img/92513.png,0,"yes, ilhan omar is anti-semitic and anti-american but she is on our side"
198,70592,img/70592.png,1,manual tranny automatic tranny rebuilt tranny
199,78931,img/78931.png,0,when it's spring cleaning time but you rather sleep
200,68579,img/68579.png,0,"we don't always die, but when we do, we don't"
201,28019,img/28019.png,1,they want this not beause they love you they need to mix breed to preserve their species
202,71963,img/71963.png,1,president trump is saying he will close the border. just do it! americans first! illegals are like sperm. thousands get in.. only one works!
203,43517,img/43517.png,1,"when you hear 'em yelling that allahakbar crap, just shoot 'em before they blow up a bomb, or start stabbin' and shootin' people"
204,67214,img/67214.png,1,"""do you have a moment to talk about bacon?"""
205,20759,img/20759.png,1,this steak is so black it stole my television
206,45023,img/45023.png,0,my wife's sister tried to kill me yesterday... what kind of sick bitch puts chloroform on her dirty panties?
207,63078,img/63078.png,1,"when you fuck a black guy cuz you thought they all had big dicks, but it was small, and now your purse is missing"
208,42015,img/42015.png,0,wow they are upset
209,67109,img/67109.png,1,"#lagostoibadan men are scum, men are scum but you still go 154km for cum"
210,49810,img/49810.png,0,embrace the freedom of speech
211,20187,img/20187.png,0,when karen helps u camouflage the crackhouse
212,10943,img/10943.png,1,how women win an argument
213,34927,img/34927.png,1,who's down for a 3.5 way
214,20951,img/20951.png,1,we had a minor gas leak
215,86273,img/86273.png,0,"open carry when you're too much of a coward to enlist, yet you want to intimidate.people by playing army"
216,46138,img/46138.png,1,"they had us in the first half, not gonna lie honey, having a small dick is not a big deal i know it darling, but i'd prefer if you did not have any"
217,67084,img/67084.png,0,creeps into your childs room empties his sack
218,13976,img/13976.png,1,this is why no one likes black people
219,46358,img/46358.png,1,with when you enter a mosque your weapon to collect some kills 71 yo afghan refugee: hello brother
220,47032,img/47032.png,0,"much butthurt, i sense in you"
221,51726,img/51726.png,1,racing for pink slips in africa
222,12648,img/12648.png,1,the look on his face when he discovers the blood from ahmed raping his virgin daughter
223,93614,img/93614.png,0,"i'm sorry i left the seat up, it won't happen again"
224,81305,img/81305.png,1,isoroku yamamoto: i just attacked pearl harbor hitler: what why would you do that? isoroku yamamoto: i'm gonna be honest...i'm kind of retarded
225,26497,img/26497.png,0,people will do shit like this but lock their door when someone sketchy walk by
226,62571,img/62571.png,1,who said that women can't park
227,35271,img/35271.png,0,you knew i was a snake when you let me in
228,20968,img/20968.png,1,all men are dogs.. so which breed is your dad?
229,1568,img/01568.png,1,do you think a terrorist has or could infiltrate our goverment ???
230,48790,img/48790.png,0,this makes me puke send all of them back home
231,28134,img/28134.png,1,why do white people smell like bologna?
232,14236,img/14236.png,0,when you told her you was going to fuck her till she was stupid & she didn't believe you now she's like..
233,45806,img/45806.png,1,white people after they put the divider in between your groceries
234,5231,img/05231.png,0,the name's bob... bob
235,26095,img/26095.png,0,when you're going 90 mph in a school zone and the pre-schoolers are crossing the street this is where the fun begins
236,10259,img/10259.png,0,they stole ma chickin i stole their life
237,69134,img/69134.png,1,my momma always said your a white trash whore
238,87914,img/87914.png,0,when you're 15 and you're just now learning how to ride a bike
239,35064,img/35064.png,0,thats a makeup artist for you. what did you expect?
240,6218,img/06218.png,0,thats a little savage
241,20819,img/20819.png,0,after a hard day of work mohammed is very tired
242,68745,img/68745.png,1,i'm a gnigger and you've been robbed
243,59238,img/59238.png,1,where do you work jobs iz for suckas kfc pimpin hoes this is a racist meme!
244,94325,img/94325.png,0,"i don't always listen to the 80's.... but when i do, so do the neighbors"
245,57469,img/57469.png,0,when she throws on your sweater while you're at her house
246,37059,img/37059.png,0,after goat herding mohammed is very tired
247,54613,img/54613.png,0,wtf is with this guide dog? i keep ending up at kfc
248,12489,img/12489.png,0,welcome to europe our government told us that diversity makes us stronger and we should adopt their culture
249,25709,img/25709.png,0,anne frank smiling
250,47981,img/47981.png,0,i hate snow its cold
251,21637,img/21637.png,1,this one time at camp we got so baked
252,83927,img/83927.png,1,'' i'm gonna be a tranpa!
253,64839,img/64839.png,1,run forrest!!! run!!! :d
254,35168,img/35168.png,0,waiting for your girl oustide her house
255,3678,img/03678.png,0,lock her up and throw away the key
256,71429,img/71429.png,1,when a white person tells you happy cinco de mayo but you know deep in their heart they want you deported. f u c k e r
257,70196,img/70196.png,1,you boys ever played hot potato
258,32490,img/32490.png,1,"me giving nicknames to men who have wasted my time: we will call you, ""almost."""
259,56841,img/56841.png,0,not all of us are terrorists but all terrorists are one of us
260,43180,img/43180.png,1,beating things to make them work again
261,82094,img/82094.png,0,teacher asked what comes after a sentence told her an appeal
262,73598,img/73598.png,0,that moment when she realizes those guarana's & tequila were'nt free
263,90654,img/90654.png,0,when you think its friday and its only tuesday
264,81296,img/81296.png,0,a tragedy
265,72984,img/72984.png,1,slice and dice n1gg3r
266,19543,img/19543.png,1,whats the difference between boy scouts and jews? boy scouts come back from camp
267,74362,img/74362.png,0,when someone asks me to remove a picture because they're offended
268,42078,img/42078.png,1,the father of christianity pagan sun-worship constantine
269,98762,img/98762.png,0,child in poverty with empty water jug
270,42319,img/42319.png,0,"chelsea clinton.. so ugly that when she gives head, it counts as anal"
271,86145,img/86145.png,0,"what if i told you my ancestors came here after 500,000 soldiers died to end slavery and i'm not paying one damn red cent"
272,84965,img/84965.png,1,"a tranny goes to profile opens inbox ""lemme suck your dick"""
273,86593,img/86593.png,0,farming simulator 17
274,89450,img/89450.png,1,nice tes content nigger
275,80513,img/80513.png,0,"put'n the ""ham"" in mohamed"
276,27318,img/27318.png,0,over heard my daughter telling her friend she was curious what it would be like to date a black guy so ... i showed her!
277,47601,img/47601.png,1,the difference between moderate muslim and radical muslim follow my allah or i kill you! radical muslim follow my allah or he kill you moderate muslim
278,83756,img/83756.png,0,drive very cautiously on this road of life because folks will turn on you with no signal
279,98530,img/98530.png,1,get the hell out muslim! you are not wanted here !!!
280,53147,img/53147.png,1,immigrants illegal aliens
281,31657,img/31657.png,1,ain't no allah back girl
282,35091,img/35091.png,0,with black power comes no responsibility
283,30286,img/30286.png,0,had to get wisdom teeth removed i guess you shouldn't have been such a smart mouth
284,10792,img/10792.png,0,guys what the fuck what the actual fuck
285,29036,img/29036.png,1,chinese people be like happy thanksgiving
286,35289,img/35289.png,0,historical spacecraft explosion
287,41087,img/41087.png,0,"when i see people who post ""punch a nazi"" in person. im a nazi, gregg are you gonna punch me???"
288,63124,img/63124.png,0,"""never forget"" -you said.. i am the proof you have forgotten"
289,86750,img/86750.png,1,trump: muslims should wear special id badges great idea
290,80576,img/80576.png,1,black people anything thoat doesn't belong to them
291,64721,img/64721.png,1,danish bacon ... it's gonna rock your world
292,94015,img/94015.png,1,a great way of serving your country
293,1348,img/01348.png,0,meanwhile at the isis strip club
294,51073,img/51073.png,0,when you call shotgun but the cops put you in the back anyways
295,59301,img/59301.png,0,when everyone loves your beautiful smile
296,71849,img/71849.png,1,when you've finished with your life of crime
297,93168,img/93168.png,0,my girlfriend is a porn star she is going to be so pissed off when she finds out
298,42376,img/42376.png,0,string on anal beads broke this should be a fun day
299,56130,img/56130.png,0,i'm wanty... not needy huge fucking difference
300,51403,img/51403.png,1,when you see the gas bill
301,9547,img/09547.png,0,if being a racist means i don't want my country turned into a pile of rocks & and goatshit ruled by a barbaric cult then i'm a racist
302,73508,img/73508.png,0,"""democrats have a difficult time connecting with voters because of how smart we are... because we know so much."" ~ sen. mazie hirono (d hi"
303,14953,img/14953.png,0,"the pope flies to greece to tell christians to love muslims i'm just curious, why doesn't he fly to iraq"
304,30489,img/30489.png,1,"""so then i was going to tell a princess diana joke"" ""but that would have crashed and burned """
305,3421,img/03421.png,1,"when you shoot up the school and somebody else gets blamed for it we stand here amid my achievement, not yours!"
306,30872,img/30872.png,0,people who speed why should i slow down?
307,65273,img/65273.png,1,only israelis can knocks the teeth out of a 6 yr old girl
308,13875,img/13875.png,1,i see a cat let's get it for lunch
309,47031,img/47031.png,1,beer -vs- woman at least the beer can't change its mind after you get its top off
310,68325,img/68325.png,1,"it happend mom, a black guy gave me complement ohhh sweety i'm so sorry. that means you need to lose about 30 pounds"
311,5148,img/05148.png,1,the hardest part of breaking up with a japanese girlfriend is having to drop the bomb on her twice before she gets it
312,15642,img/15642.png,1,"""you wouldn't stop me if i was a polar bear."""
313,37825,img/37825.png,1,stop confusing illegal aliens with immigrants
314,28637,img/28637.png,0,"instead of being ""born again"" why not just grow up?"
315,30764,img/30764.png,0,are we there yet
316,2548,img/02548.png,0,oi are you looking at me?
317,90582,img/90582.png,0,worst pijama party ever
318,58327,img/58327.png,1,fidget spinner for woman
319,93671,img/93671.png,0,no. no man. shit no man. i believe you get your ass kicked saying some sumthin like that man
320,83216,img/83216.png,0,you know it's going a be a serious blow job when he puts his hair up in a manbun
321,10857,img/10857.png,0,how do you know when this prick is lying? the sphincter under his nose is moving
322,9215,img/09215.png,0,me: wanna watch porn or golf? her: porn. you already know how to golf
323,46310,img/46310.png,1,when your days are numbered but you can't count
324,48125,img/48125.png,1,"damn it john, leave stevie alone"
325,50397,img/50397.png,1,all muslims are terrori but all terrorists are muslim
326,6534,img/06534.png,0,sorry white guys but i only date black guys
327,10385,img/10385.png,0,when he's muslim and asks you to role play
328,94068,img/94068.png,1,hating the jews is a great honor for me and it makes me walk with my head high
329,75920,img/75920.png,0,"when your girl is on her period but she offers anal as an alternative into the garbage chute, flyboy"
330,98734,img/98734.png,1,things white people do fuck their family members mass shootings smoke meth steal from blacks suck at sports fuck animals lie about being racist
331,69054,img/69054.png,0,when your crush says love girls who smoke
332,86023,img/86023.png,1,stop using other's cultures to fill up your empty white settler soul
333,3794,img/03794.png,1,tranny jesus died for your eyebrows
334,3189,img/03189.png,0,"if a man wants you, he will come and get you"
335,71398,img/71398.png,0,"hundreds have gathered at a volkswagen owners meet up according to nasa, the glow from their check engine lights could be seen from space"
